Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
9860-LISIZ,1,Male,44,No,No,,No,0
5797-APWZC,,,45,No,No,No,No,0
5158-RIVOP,1,Female,,No,No,Yes,Yes,1
9367-TCUYN,1,Female,34,No,No,Yes,No,
3565-UNOCC,1,Male,30,No,No,,,0
5396-IZEPB,1,Male,60,No,No,Yes,,0
0611-DFXKO,1,Male,59,No,No,No,No,
8651-ENBZX,1,,31,No,No,No,,0
6481-OGDOO,1,Male,57,No,No,,No,0
0931-MHTEM,1,,57,No,No,No,No,0
9846-GKXAS,1,Female,32,No,No,No,,
4712-UYOOI,,Female,53,No,No,Yes,No,0
7033-CLAMM,1,Female,41,,No,No,No,0
4295-YURET,1,Female,62,No,No,No,No,
9867-XOBQA,1,,,No,No,No,No,0
7752-XUSCI,1,Female,50,No,No,No,No,0
2284-VFLKH,1,Male,53,No,No,,,0
5088-QZLRL,1,Female,44,No,No,No,No,0
3190-ITQXP,,Female,51,No,No,,No,0
0431-APWVY,1,Male,48,No,No,No,No,0
4443-EMBNA,1,Male,50,,No,No,No,0
7101-HRBLJ,1,Female,48,No,No,No,No,0
7721-DVEKZ,1,,22,Yes,,No,No,0
6202-DYYFX,1,Female,35,No,No,,No,0
4821-SJHJV,1,Male,47,No,,Yes,No,
0754-EEBDC,1,Female,,,No,No,No,
0556-FJEGU,1,Female,53,No,No,No,No,0
4623-ZKHLY,1,,51,No,No,,No,0
9167-APMXZ,1,,,No,No,No,No,0
7722-CVFXN,1,Male,64,No,No,No,No,0
5172-MIGPM,1,Male,40,No,No,No,No,0
4581-SSPWD,1,Female,36,No,No,No,No,
9050-QLROH,1,Male,57,,,No,,0
7318-EIVKO,,Male,53,No,No,Yes,No,0
3801-HMYNL,,,55,No,No,No,No,0
4283-IVYCI,1,Male,40,No,No,,No,0
2656-FMOKZ,1,Female,,No,No,No,No,0
4662-EKDPQ,1,Female,22,Yes,No,Yes,No,0
9248-OJYKK,1,Male,47,No,No,Yes,No,0
3055-OYMSE,1,Female,49,No,No,No,No,0
7614-QVWQL,1,Female,,No,No,No,No,0
1658-XUHBX,1,Female,,,No,Yes,No,0
7608-RGIRO,1,,33,,No,No,No,0
8763-KIAFH,1,,45,No,No,Yes,No,0
9795-VOWON,1,Male,25,Yes,No,No,No,0
7549-MYGPK,1,,46,No,No,No,No,0
6693-FRIRW,1,Male,36,No,No,Yes,No,
0750-EBAIU,1,Male,31,No,,No,No,0
5160-UXJED,1,Male,37,No,No,No,No,0
3748-FVMZZ,1,Male,29,Yes,No,Yes,No,0
3597-MVHJT,1,Female,46,No,No,Yes,,
7644-OMVMY,1,Male,53,,No,No,No,0
0959-WHOKV,1,Female,31,No,No,No,No,0
7590-VHVEG,1,Male,46,No,,No,No,0
8910-LEDAG,1,Female,,No,No,No,No,0
7310-EGVHZ,1,,19,Yes,No,No,No,0
1734-ZMNTZ,1,Female,36,No,No,No,No,0
0506-LVNGN,1,Male,28,Yes,No,No,No,0
9227-LUNBG,1,Female,43,No,,Yes,No,0
2911-UREFD,1,Male,44,No,No,No,No,
9362-MWODR,1,Female,22,Yes,No,No,No,0
5951-AOFIH,1,Female,36,No,No,Yes,Yes,
1764-VUUMT,1,Female,,,No,No,Yes,3
2501-XWWTZ,1,Male,42,No,No,No,No,
4698-KVLLG,1,Female,,Yes,No,No,No,
4747-LCAQL,,Female,57,No,,Yes,No,0
2045-BMBTJ,1,Female,35,No,No,Yes,Yes,3
5229-DTFYB,1,Male,33,No,No,,No,
0278-YXOOG,1,Female,25,Yes,No,,No,0
5644-PDMZC,1,Male,39,No,,No,No,
8999-EXMNO,1,Female,30,No,No,No,No,0
2164-SOQXL,,Female,42,No,No,No,No,0
7881-EVUAD,1,Male,23,Yes,No,No,No,0
1676-MQAOA,1,Female,,,No,Yes,No,0
4877-TSOFF,,,55,,No,No,No,0
8680-CGLTP,1,Male,50,No,,No,No,0
3865-QBWSJ,1,Male,53,No,No,,No,
7963-GQRMY,1,Male,44,No,No,Yes,Yes,
7957-RYHQD,1,Male,20,Yes,No,No,No,0
0023-HGHWL,1,Female,58,No,No,,,0
4146-SVFUD,1,Male,23,Yes,No,,No,0
3334-CTHOL,1,Male,,No,No,,No,
5384-ZTTWP,1,Male,47,No,,Yes,Yes,1
1167-OYZJF,,Female,63,,,Yes,No,0
7878-RTCZG,,Male,63,No,No,,No,0
2439-QKJUL,1,,54,No,No,,,0
7854-FOKSF,,Male,23,Yes,No,No,No,0
2400-XIWIO,1,Male,38,No,,Yes,No,0
5186-PEIZU,1,Male,,No,,Yes,No,
1459-QNFQT,1,Female,25,Yes,No,,No,0
8838-GPHZP,1,Female,23,Yes,No,,No,0
6922-NCEDI,1,Male,59,No,No,No,No,0
6212-ATMLK,1,Male,62,No,No,Yes,No,0
7356-AYNJP,,Male,45,No,No,No,No,0
2987-BJXIK,,Female,,Yes,No,No,No,0
6655-LHBYW,1,Male,34,No,No,No,No,0
4912-PIGUY,1,Male,61,No,No,No,No,0
7760-OYPDY,1,Female,57,,No,Yes,,0
0902-RFHOF,1,Female,50,No,No,No,,2
6061-PQHMK,1,Male,25,Yes,,No,No,0
5760-IFJOZ,1,Female,43,No,No,No,No,0
2851-STERV,1,,30,No,No,No,No,0
8331-ZXFOE,1,Female,19,Yes,No,No,No,0
5908-QMGOE,1,Male,34,,No,No,No,
9571-EDEBV,1,Male,64,No,No,No,No,0
0531-ZZJWQ,1,Female,53,No,No,Yes,,3
0133-BMFZO,1,Female,36,No,No,No,No,0
5701-ZIKJE,1,Male,37,No,No,No,No,0
6215-NQCPY,1,,59,No,No,Yes,No,0
3571-DPYUH,1,Female,36,,No,No,,0
3831-YCPUO,1,Female,50,No,No,Yes,No,0
1355-KUSBG,1,Male,64,No,No,No,No,0
8212-DJRCH,1,Female,,No,,No,No,0
5016-LIPDW,1,Male,63,No,,No,No,
0871-OPBXW,1,Male,64,No,No,Yes,,0
2430-USGXP,,Male,62,No,No,,No,0
0130-SXOUN,1,Female,25,Yes,No,No,No,0
0426-TIRNE,1,Male,56,No,No,Yes,No,0
3318-OSATS,1,Female,25,Yes,No,No,No,
5995-OIGLP,1,Female,59,No,No,Yes,No,0
4611-ANLQC,,,59,No,No,Yes,No,0
8552-OBVRU,1,Male,,No,No,No,Yes,3
9415-TPKRV,1,Female,36,No,No,Yes,No,0
4695-VADHF,1,,60,No,,No,No,0
3950-VPYJB,1,Male,37,No,No,No,No,0
0674-GCDXG,1,Female,48,No,No,No,No,0
2977-CEBSX,1,Female,47,No,,Yes,,0
1561-BWHIN,1,Female,54,No,No,No,No,
2143-LJULT,1,,40,No,,No,Yes,1
4134-BSXLX,1,Female,64,,No,Yes,No,0
1353-LJWEM,1,Male,62,No,No,No,No,0
0268-QKIWO,1,Male,44,No,No,No,,0
2330-PQGDQ,1,Male,35,No,No,No,No,0
7445-WMRBW,1,Male,60,No,No,Yes,No,0
4822-RVYBB,1,Male,42,No,No,Yes,,
2194-IIQOF,1,,29,Yes,No,,No,
4808-YNLEU,1,Male,34,No,No,Yes,No,0
2672-HUYVI,1,Male,,No,No,No,No,0
6972-SNKKW,1,Female,33,No,No,No,No,0
3308-MHOOC,1,Female,29,Yes,No,No,No,0
1465-LNTLJ,,Male,46,No,No,Yes,No,0
1335-HQMKX,1,Male,51,No,No,Yes,No,0
2511-MORQY,1,Male,57,No,No,Yes,No,0
5552-ZNFSJ,,Female,29,Yes,No,No,No,0
1240-HCBOH,1,Female,27,Yes,No,No,No,0
3043-TYBNO,1,Male,,No,No,No,No,0
2120-SMPEX,,Female,39,No,No,Yes,No,0
9108-EJFJP,1,Female,21,Yes,,No,,0
8720-RQSBJ,1,Male,57,No,No,,No,0
4012-ZTHBR,1,Female,30,No,No,Yes,No,
4282-YMKNA,,Male,36,,No,No,No,
8963-JLGJT,1,Male,41,No,,No,No,0
6142-VSJQO,1,Female,53,,No,No,No,0
0238-WHBIQ,1,,20,,No,,No,0
0637-YLETY,1,Female,55,No,,Yes,,0
6598-RFFVI,1,,42,No,No,No,No,
0142-GVYSN,1,Female,42,No,No,No,No,0
6248-TKCQV,1,Male,64,No,No,No,No,
4404-HIBDJ,1,Female,41,No,No,Yes,No,0
6861-XWTWQ,1,,,,No,Yes,No,0
0327-WFZSY,,Female,41,,No,No,No,0
3143-JQEGI,1,Male,47,No,,,No,0
9584-EXCDZ,1,Female,26,Yes,No,No,No,0
8597-CWYHH,1,Female,30,No,No,No,No,0
0917-EZOLA,1,Male,32,No,No,Yes,No,0
7356-IWLFW,1,,61,No,No,No,No,0
1254-IZEYF,1,Female,31,No,No,No,No,0
9445-SZLCH,1,Male,33,,No,No,No,0
4086-ATNFV,1,Male,64,,No,,No,0
9802-CAQUT,1,,48,No,,No,No,0
4195-SMMNX,1,Female,47,No,No,No,No,
4193-IBKSW,1,Male,,No,No,No,No,0
8384-FZBJK,1,Male,21,Yes,No,No,No,0
6873-UDNLD,1,Female,47,No,No,Yes,,3
1323-OOEPC,1,Male,51,No,No,,No,0
4439-YRNVD,1,Female,44,,No,Yes,No,0
4993-JCRGJ,1,Female,,Yes,No,No,,0
1791-PQHBB,,Female,56,No,No,No,No,0
5197-PYEPU,,Female,64,No,No,Yes,No,0
9134-WYRVP,1,Female,,,No,Yes,Yes,2
7660-HDPJV,1,Female,34,No,No,No,No,
1421-HCERK,1,Male,21,Yes,No,No,No,0
9710-NJERN,1,Male,42,,No,Yes,Yes,1
8659-IOOPU,1,Male,49,No,No,Yes,No,0
0420-TXVSG,1,Female,25,Yes,No,No,No,0
4692-NNQRU,1,Male,61,,No,Yes,No,0
3870-SPZSI,,Female,20,,No,No,No,0
4801-JZAZL,1,Female,55,No,No,No,No,0
0409-WTMPL,,Male,38,No,No,No,No,0
9526-JAWYF,1,,22,Yes,No,No,No,0
0104-PPXDV,1,Male,23,Yes,No,No,,0
4750-UKWJK,1,Female,64,,No,No,No,0
0730-BGQGF,1,Female,30,No,No,,No,0
8402-OOOHJ,1,Female,48,No,No,No,No,0
4228-ZGYUW,1,Female,22,Yes,No,No,,0
6749-UTDVX,1,Male,64,No,No,No,No,0
1699-HPSBG,1,,48,No,No,Yes,No,0
9237-HQITU,1,Male,44,No,No,,,0
7777-UNYHB,1,,,No,No,No,No,0
2889-FPWRM,1,Female,,No,,No,No,0
2578-JQPHZ,1,Male,59,,No,No,No,0
6745-JEFZB,1,Female,31,No,No,,No,0
4378-MYPGO,1,Male,21,Yes,No,Yes,No,0
4537-DKTAL,1,Female,41,No,No,No,No,0
2144-BFDSO,1,Female,51,No,No,No,No,0
2294-DMMUS,1,,42,No,,No,No,0
5960-MVTUK,1,Female,61,No,No,Yes,No,0
2332-EFBJY,1,Male,39,No,,Yes,No,0
4190-MFLUW,1,Male,30,No,,No,No,0
1360-XFJMR,1,Female,29,,No,No,No,0
5590-ZSKRV,1,Male,52,No,No,No,No,0
2108-XWMPY,1,Male,59,No,No,No,,0
6047-SUHPR,1,Female,21,Yes,No,Yes,Yes,3
0939-YAPAF,1,Male,,No,No,Yes,No,0
5240-CAOYT,1,Male,,,No,,No,0
3099-OONVS,1,Female,,No,No,No,No,
6621-YOBKI,,Male,63,No,No,No,No,0
4109-CYRBD,1,Male,62,No,No,Yes,No,
6549-BTYPG,,Male,19,Yes,,Yes,No,0
6986-IXNDM,1,Female,58,No,No,,No,0
1264-BYWMS,,,42,,No,,Yes,2
9715-WZCLW,,Female,57,No,,No,No,0
1269-FOYWN,1,Female,28,Yes,No,Yes,Yes,2
0679-TDGAK,1,,36,No,No,No,No,0
9411-TPQQV,1,Female,44,No,No,No,No,0
2096-XOTMO,1,Male,,No,No,No,No,0
0831-JNISG,1,Female,57,No,No,Yes,No,
7196-LIWRH,1,Male,59,,No,No,,0
2911-WDXMV,1,Female,35,,No,No,No,0
3452-FLHYD,1,Female,26,Yes,No,No,,0
9943-VSZUV,1,Male,36,No,No,No,No,0
8357-EQXFO,1,Female,25,Yes,No,Yes,No,0
6585-WCEWR,1,Male,28,Yes,No,Yes,No,0
3799-ISUZQ,,Female,50,No,No,Yes,No,0
4716-MRVEN,1,,42,No,No,Yes,No,0
7673-LPRNY,1,Male,,Yes,No,,No,0
6345-ULYRW,1,Male,47,No,No,Yes,No,0
6652-YFFJO,1,Male,31,No,No,Yes,No,0
9172-JITSM,1,Male,56,No,No,No,Yes,3
0488-GSLFR,,Male,34,No,No,Yes,No,0
0330-IVZHA,1,Male,39,No,No,No,No,
5447-VYTKW,1,Female,24,Yes,No,,No,0
7881-INRLC,1,Male,29,Yes,No,No,No,0
9725-SCPZG,1,Male,35,No,,Yes,No,0
9090-SGQXL,1,Female,39,No,No,No,No,0
1307-TVUFB,1,Male,25,Yes,No,,No,0
5656-JAMLX,1,Female,45,,No,No,No,
0254-KCJGT,1,Female,44,No,No,No,,0
8999-BOHSE,1,,51,No,No,,No,0
0129-QMPDR,,Male,44,No,No,No,No,0
2468-SJFLM,1,Male,27,Yes,No,No,No,0
0722-SVSFK,1,Female,22,Yes,No,No,No,0
9451-WLYRI,1,,21,,No,No,No,
8510-AWCXC,1,Female,,No,No,Yes,No,0
9441-QHEVC,,Female,62,,No,No,,0
2874-YXVVA,1,Female,58,No,No,No,,0
4742-DRORA,1,Female,34,No,No,No,No,0
9895-VFOXH,1,Male,40,No,No,No,No,0
8375-KVTHK,,Female,57,No,No,No,,0
9503-XJUME,1,Male,33,No,No,Yes,No,0
5136-KCKGI,1,Female,39,No,No,No,,0
9732-OUYRN,1,Male,30,No,No,Yes,No,0
6933-VLYFX,1,Female,,No,No,No,No,0
2235-DWLJU,1,Female,64,No,No,,No,0
7442-YGZFK,1,Male,64,,No,No,No,0
1527-SXDPN,1,Female,20,Yes,No,No,No,
7530-HDYDS,1,Male,49,No,No,Yes,No,0
8514-VZHEB,1,Male,,Yes,No,Yes,No,0
6878-GGDWG,1,Female,25,Yes,No,No,No,0
4530-NDRKU,1,Male,58,,No,No,No,0
1095-WGNGG,1,Female,60,No,No,No,No,0
6773-LQTVT,1,Male,30,No,No,No,No,0
8563-OYMQY,1,,32,No,No,No,No,0
0774-RMNUW,1,,52,No,No,Yes,,0
4501-VCPFK,1,Female,26,Yes,No,No,No,0
3488-PGMQJ,1,Male,,No,No,Yes,,0
5404-GGUKR,1,Male,33,No,No,Yes,No,0
0928-JMXNP,1,Male,44,No,No,No,No,0
5468-BPMMO,1,Male,33,No,No,No,No,0
4521-YEEHE,1,,54,No,,Yes,Yes,2
0302-JOIVN,1,Female,32,No,No,No,No,0
5628-FCGYG,1,Male,38,,No,Yes,,0
1965-AKTSX,1,Female,21,Yes,,No,No,0
6741-QRLUP,1,Female,57,No,,Yes,Yes,2
3113-IWHLC,,Female,23,Yes,No,No,,
5993-BQHEA,1,Female,37,No,No,No,No,
1545-JFUML,1,Female,59,No,No,No,No,
7249-WBIYX,1,Male,58,No,No,Yes,No,0
6502-KUGLL,1,Female,34,No,No,No,No,
3744-ZRRDZ,,,50,No,No,No,No,0
1125-SNVCK,1,Male,52,No,No,Yes,,0
1767-TGTKO,,Female,63,No,No,No,No,0
0840-DCNZE,1,Male,46,No,No,,,0
1097-FSPVW,1,Male,41,No,No,No,,0
2460-FPSYH,,Male,56,,No,No,No,0
7235-NXZCP,,Male,,No,No,Yes,No,0
2321-OMBXY,1,Male,43,No,No,No,No,0
7521-AFHAB,1,Male,30,No,No,No,No,0
7665-TOALD,1,Male,47,No,No,No,No,0
2077-DDHJK,1,Male,42,No,No,No,No,0
0224-HJAPT,1,Female,22,Yes,No,,No,0
2560-PPCHE,1,Male,26,Yes,No,No,No,
3452-SRFEG,,Male,62,No,No,,No,0
4129-LYCOI,1,,56,No,No,No,No,0
2806-MLNTI,1,Female,28,Yes,No,No,No,0
1241-EZFMJ,1,Male,38,No,No,No,No,0
6728-WYQBC,1,Female,63,No,No,Yes,No,0
5312-TSZVC,1,Male,58,No,No,No,No,0
8083-YTZES,1,Female,25,Yes,No,Yes,No,0
1345-ZUKID,1,Female,48,No,No,No,No,0
1093-YSWCA,1,Female,27,Yes,No,No,No,0
1898-JSNDC,1,Female,60,No,No,No,No,0
5261-QSHQM,1,Male,39,No,No,No,,0
4883-QICIH,1,Male,62,No,No,No,,0
8402-EIVQS,1,Female,40,,No,,,0
6791-YBNAK,,Female,34,No,No,,No,0
7240-FQLHE,,,44,No,,No,,
7130-VTEWQ,1,Female,39,No,,Yes,No,0
2866-IKBTM,1,Female,45,No,,No,No,0
9150-HEPMB,1,Female,26,Yes,No,Yes,No,0
6060-QBMGV,1,,26,Yes,No,No,No,0
3197-NNYNB,1,Male,37,No,No,No,No,0
7625-XCQRH,,Male,46,No,,No,No,0
6894-LFHLY,1,Female,62,No,No,No,No,0
0581-MDMPW,1,Female,,Yes,No,No,No,0
3261-CQXOL,1,Female,23,Yes,No,No,No,0
5937-EORGB,1,Female,,Yes,No,No,,
6627-CFOSN,1,Male,33,No,No,No,No,
5575-GNVDE,1,Male,55,,No,Yes,Yes,3
2371-JUNGC,1,Male,55,No,No,No,,0
7483-IQWIB,1,Male,20,,No,No,,
9223-UCPVT,1,,55,No,No,Yes,No,0
0310-MVLET,1,Male,47,No,No,No,No,0
7142-HVGBG,,Female,55,No,No,Yes,Yes,1
9812-GHVRI,1,Female,48,No,No,No,No,0
1215-VFYVK,1,,23,Yes,No,,No,
4178-EGMON,1,Female,57,No,No,No,No,0
3866-MDTUB,1,Male,44,No,No,No,No,0
7219-TLZHO,1,Female,31,No,No,No,No,0
8999-YPYBV,1,Male,38,,No,No,No,0
8480-PPONV,1,Female,,No,No,No,No,0
0378-TOVMS,1,,23,Yes,No,No,No,0
3130-ICDUP,1,Male,55,No,No,No,No,0
6997-UVGOX,1,Male,35,No,No,,No,0
5271-DBYSJ,,,35,No,No,,No,0
9945-PSVIP,1,Female,60,No,No,No,No,0
8496-EJAUI,1,Female,57,No,No,No,No,0
6986-IJDHX,,Male,53,No,No,No,No,0
2408-WITXK,1,,56,,No,No,No,0
2516-XSJKX,1,Female,48,No,,No,No,0
1624-NALOJ,1,Male,30,No,No,Yes,No,
5214-NLTIT,1,Female,54,No,No,No,No,0
5419-CONWX,1,Female,50,No,No,Yes,,0
0635-WKOLD,1,Male,25,Yes,No,,No,0
4003-FUSHP,1,Male,34,No,No,No,No,0
7599-NTMDP,1,Female,42,No,No,No,No,0
0650-BWOZN,1,Male,37,No,No,,No,0
3981-QSVQI,,Female,48,No,No,Yes,,0
8961-QDZZJ,1,Male,49,No,No,No,No,0
9776-OJUZI,1,Male,47,No,No,No,No,0
5176-LMJXE,1,Female,62,No,No,No,,3
1642-HMARX,1,Female,53,No,No,No,No,0
4397-FRLTA,,Female,,No,No,No,No,0
0639-TSIQW,1,Male,40,,No,No,No,0
1335-NTIUC,1,Male,24,Yes,No,Yes,No,0
4629-NRXKX,1,Female,64,No,No,Yes,No,0
9820-RMCQV,1,Male,,No,No,No,No,0
9667-TKTVZ,1,Male,55,No,,No,No,0
6202-JVYEU,1,Female,19,Yes,No,Yes,No,0
3077-RSNTJ,1,Female,38,No,No,Yes,No,
2338-BQEZT,1,Male,39,No,No,No,No,0
2609-IAICY,1,Female,21,Yes,No,No,No,
7279-BUYWN,1,Male,48,No,No,No,No,0
5014-WUQMG,,,39,No,No,,No,0
6217-TOWGS,1,Male,61,No,No,Yes,No,0
5887-IKKYO,1,Female,58,No,No,Yes,No,0
1871-MOWRM,1,Female,,Yes,No,Yes,No,0
9953-ZMKSM,1,Female,31,No,No,Yes,No,0
7668-XCFYV,1,Female,47,No,No,Yes,No,0
8734-DKSTZ,1,Male,20,Yes,No,No,No,0
8869-LIHMK,1,Female,44,No,No,No,No,0
0052-YNYOT,1,Female,48,No,No,No,No,0
0106-UGRDO,1,Male,,No,No,Yes,,0
3489-VSFRD,1,Male,52,No,,No,No,0
4285-GYRQC,1,,20,Yes,No,,Yes,1
3084-DOWLE,,Female,53,No,No,No,No,0
8270-RKSAP,1,Male,60,No,No,No,No,0
8735-DCXNF,,Female,43,No,No,,No,0
8044-BGWPI,1,,21,Yes,No,Yes,No,0
7030-NJVDP,1,Male,51,No,No,Yes,No,0
8276-MQBYC,1,Female,53,,No,Yes,No,0
7446-KQISO,,Male,25,Yes,No,,No,0
0617-FHSGK,1,Male,59,No,No,Yes,,0
6789-HJBWG,1,Female,62,No,,Yes,,0
5148-ORICT,1,,,,No,No,No,0
9086-YJYXS,1,Male,31,No,No,No,No,0
8859-YSTWS,1,Female,49,No,No,No,No,
0746-JTRFU,,,59,No,No,Yes,Yes,
3363-EWLGO,1,Female,19,Yes,No,Yes,No,0
0511-JTEOY,1,Female,,No,,Yes,No,0
4039-PIMHX,,Female,,No,No,Yes,No,0
0504-HHAPI,1,Female,26,Yes,No,No,No,0
7787-BNTZM,1,,49,No,,No,No,0
1658-TJVOA,1,Male,64,No,No,Yes,No,0
9705-IOVQQ,1,Male,26,Yes,,No,No,0
4452-ROHMO,1,Female,20,Yes,No,No,No,0
0239-OXEXL,1,Female,20,,No,No,No,0
4778-IZARL,1,Male,,No,No,No,No,0
8782-LKFPK,1,Male,62,No,,Yes,No,0
3030-ZKIWL,1,Male,22,,No,No,No,0
9127-FHJBZ,1,Male,46,No,,,Yes,1
9512-PHSMG,1,Female,48,No,No,,,0
9102-IAYHT,1,Male,61,No,No,No,No,0
7168-HDQHG,1,Male,30,No,No,No,No,0
8714-CTZJW,1,Male,40,No,No,No,No,0
6188-UXBBR,1,Female,,No,No,Yes,No,0
6357-JJPQT,1,Male,49,No,No,No,No,0
0021-IKXGC,1,Female,39,No,,No,No,0
2499-AJYUA,1,Female,57,,,Yes,No,0
7110-BDTWG,1,Male,43,No,,No,No,0
5168-MSWXT,1,,25,Yes,No,No,No,0
5578-NKCXI,1,Female,46,No,No,No,,0
3577-AMVUX,1,Male,56,No,No,,No,0
8958-JPTRR,1,Female,27,,No,,Yes,3
0749-IRGQE,1,Female,31,No,No,No,No,0
3635-QQRQD,1,Male,43,No,No,No,Yes,2
0201-OAMXR,1,Male,33,No,No,Yes,No,0
3500-NSDOA,1,Female,38,No,No,Yes,No,0
3070-BDOQC,1,,35,No,No,No,No,0
9766-HGEDE,,,40,,,No,No,0
2826-UWHIS,1,Male,57,No,No,Yes,No,0
7825-GKXMW,1,Female,56,No,No,No,,1
1442-BQPVU,1,Male,39,No,No,No,No,0
4547-FZJWE,1,Male,52,No,No,Yes,No,0
6230-BSUXY,1,,34,,No,No,No,
0048-PIHNL,1,Male,43,No,No,No,No,0
7297-DVYGA,1,Female,53,No,No,No,No,0
1855-CFULU,1,Female,25,Yes,No,Yes,Yes,2
0464-WJTKO,1,Female,39,,No,No,No,0
9586-JGQKH,1,Male,47,No,No,,No,0
6582-PLFUU,1,Female,56,No,No,No,No,0
3779-OSWCF,1,Female,40,,No,No,No,0
8111-SLLHI,1,Male,62,No,No,No,No,0
5811-IWXYM,1,Male,61,No,,No,No,
3727-OWVYD,1,Female,46,No,No,Yes,No,0
9475-NNDGC,1,Female,,No,No,No,No,0
1333-PBMXB,,Female,38,No,No,Yes,No,0
8591-NXRCV,1,Male,48,,No,Yes,No,0
0019-GFNTW,1,Male,42,No,No,,No,
7722-VJRQD,1,Male,61,No,No,No,No,0
5397-TUPSH,1,Female,52,No,No,No,No,0
3373-YZZYM,1,Male,32,No,No,No,No,0
6522-OIQSX,1,Male,54,No,No,Yes,No,0
2024-BASKD,1,Male,49,No,No,,No,0
4430-UZIPO,1,Female,22,,No,No,No,
7452-FOLON,1,Male,29,Yes,No,,No,0
7665-VIGUD,1,,30,No,,No,,0
6176-YJWAS,1,Male,28,,No,No,No,0
7566-DSRLQ,1,Female,39,,No,Yes,No,0
5198-EFNBM,1,Male,49,No,No,,No,0
9102-OXKFY,1,Female,28,Yes,No,No,No,0
9453-PATOS,1,Female,52,No,No,No,No,0
3727-JEZTU,,Male,53,No,No,Yes,No,0
4423-JWZJN,1,Male,,No,,No,No,
2208-NQBCT,1,Male,40,No,No,,No,0
0103-CSITQ,1,Male,23,Yes,No,No,No,0
9279-CJEOJ,1,Male,53,No,No,Yes,No,0
6313-GIDIT,,Male,35,No,,No,Yes,7
3143-ILDAL,1,Female,58,No,No,Yes,No,0
4737-HOBAX,1,Female,27,Yes,No,,No,0
8085-MSNLK,,Female,31,No,No,Yes,Yes,2
5429-LWCMV,1,Female,64,No,,No,Yes,2
2000-DHJUY,1,Male,47,No,No,No,No,0
3162-ZJZFU,1,,35,No,No,No,No,0
0380-ZCSBI,1,Male,48,No,No,Yes,No,0
8807-OPMBM,1,Female,21,Yes,No,Yes,No,
7994-XIRTR,1,,45,,No,Yes,No,0
7162-WPHPM,1,Female,39,No,No,No,No,
1133-KXCGE,1,,21,Yes,No,,No,0
3486-HOOGQ,1,Male,22,Yes,,No,No,0
0384-LPITE,1,,45,,No,No,No,0
6317-YPKDH,1,Male,23,Yes,No,No,No,0
2208-NKVVH,1,Female,42,No,,No,No,0
8075-GXIUB,1,Male,56,,No,No,,0
9402-ORRAH,,Male,,No,No,No,No,0
1950-KSVVJ,,Female,46,No,No,,No,0
5149-TGWDZ,,Female,53,No,No,No,No,0
4576-CSAJH,1,Female,,No,No,No,No,0
4636-TVXVG,,Female,26,Yes,No,No,No,0
3842-IYKUE,1,Female,28,Yes,No,No,No,0
9432-VOFYX,1,Male,33,No,No,Yes,No,0
0233-FTHAV,1,Female,31,,,No,Yes,
0612-RTZZA,1,Female,29,Yes,No,Yes,No,0
9481-WHGWY,1,Male,57,No,No,Yes,No,0
2761-XECQW,1,Male,29,Yes,No,No,Yes,3
8267-KFGYD,1,Female,30,No,No,Yes,No,0
9052-VKDUW,1,,53,No,No,No,No,0
3481-JHUZH,1,Male,47,No,No,Yes,No,0
1619-YWUBB,1,,63,No,,No,No,0
6353-BRMMA,1,Female,,No,No,Yes,No,0
9359-JANWS,1,Female,31,No,,No,No,0
7853-WNZSY,1,Female,63,No,No,No,No,0
8571-ZCMCX,1,Male,34,,No,,Yes,1
4026-SKKHW,1,Male,43,No,No,No,No,0
8436-BJUMM,1,Female,,No,No,No,,0
5022-KVDQT,1,,41,No,No,No,No,0
9330-DHBFL,1,,44,No,No,No,No,
9058-MJLZC,1,Female,,No,No,,No,0
0362-RAOQO,1,Male,39,No,No,No,No,0
9094-AZPHK,1,Male,34,No,No,,No,0
6275-YDUVO,1,Male,55,,No,,No,0
1088-AUUZZ,1,Male,43,No,,Yes,No,0
0655-RBDUG,1,Female,,No,No,Yes,No,0
2257-BOVXD,1,Male,42,No,,No,No,0
7945-PRBVF,1,Female,,Yes,No,No,,0
6101-IMRMM,1,Female,,Yes,No,Yes,No,0
8778-LMWTJ,1,Female,54,No,No,No,No,0
5921-NGYRH,1,,57,No,,No,,0
3482-ABPKK,1,Male,27,Yes,No,Yes,No,
7576-ASEJU,1,Male,27,Yes,No,No,No,
0895-LNKRC,,Male,24,Yes,,Yes,No,0
6897-UUBNU,1,Female,26,Yes,No,No,No,0
2228-BZDEE,1,Male,34,No,No,Yes,No,0
7181-OQCUT,1,Female,54,No,No,Yes,No,0
8313-KTIHG,1,Male,24,Yes,No,No,,0
4983-CCWMC,1,Male,57,No,No,Yes,No,0
2856-HYAPG,1,,,No,No,No,No,0
7691-KGKGP,1,Female,21,Yes,No,,No,0
2946-KIQSP,1,,56,No,No,No,,0
0880-FVFWF,,,19,Yes,No,No,No,0
5859-HZYLF,1,,34,No,No,,No,0
2277-DJJDL,1,Male,61,,No,,,0
0742-NXBGR,1,Female,33,No,No,,Yes,1
5760-FXFVO,1,Male,55,,,Yes,,0
4565-NLZBV,1,Male,30,No,No,No,No,0
8450-JOVAH,1,Female,21,Yes,No,Yes,No,0
6993-YGFJV,1,Female,51,No,No,,No,0
