Customer ID,Age,Senior Citizen,Latitude,Longitude,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
2250-IVBWA,47.0,No,36.15254796653061,-119.72580400690777,5.0,Yes,7.0,64.0,Yes,No,No,None,Yes,No,No,No,No,Month-to-Month,1336.65,0.0,0.0,1488.0,2824.65,No Churn
2521-NPUZR,27.0,No,41.486953,-120.913975,1.0,No,0.0,13.0,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,402.4375,0.0,0.0,467.48,869.9175,Competitor
0017-DINOC,25.0,No,36.959731,-120.653519,3.0,Yes,1.0,18.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,1438.05,0.0,0.0,779.22,2217.27,No Churn
1534-OULXE,52.0,No,33.012751,-117.200617,4.0,No,0.0,39.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,3754.0,2749.65,0.0,1948.05,2952.4,No Churn
4926-UMJZD,47.0,No,38.550722,-121.457314,4.0,No,0.0,58.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,4526.85,0.0,-0.00036621094,1317.18,5844.03,No Churn
3030-YDNRM,63.0,No,39.19514,-121.503883,5.0,Yes,10.0,16.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,275.9,33.24,0.0,205.12001,447.78,No Churn
7018-WBJNK,52.0,No,37.17277,-119.2997,3.0,Yes,3.0,69.0,No,No,Yes,DSL,Yes,No,Yes,No,No,Two Year,2779.5,1.7964531,1.7964531,0.0,2779.5,No Churn
5766-FTRTS,54.0,No,32.957195,-117.202542,4.0,No,0.0,2.0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,134.6,0.0,0.0,29.76,164.36,No Churn
2452-SNHFZ,19.0,No,33.714829,-117.872941,5.0,No,0.0,2.0,Yes,No,Yes,DSL,Yes,No,No,No,No,Month-to-Month,402.4375,0.0,0.0,80.56,123.26,No Churn
0685-MLYYM,19.0,No,33.921793,-118.140588,3.0,Yes,7.0,28.0,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,355.1,0.0,0.0,232.68,587.78,No Churn
0215-BQKGS,58.0,No,37.222842,-121.988727,2.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,44.4,0.0,-1.9073486e-06,26.53,70.93,Attitude
6400-BWQKW,53.0,No,37.792489,-122.244314,1.0,No,1.0,18.0,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,990.85,15.73,0.0,51.48,1026.6,Competitor
0691-JVSYA,47.0,No,34.074572,-118.831181,4.0,No,0.0,41.0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Month-to-Month,3090.65,0.0,100.0,1274.28,4464.93,No Churn
8375-DKEBR,21.0,No,37.483535,-119.679414,4.0,Yes,4.0,1.0,Yes,No,No,None,No,No,No,Yes,No,Month-to-Month,20.0,0.0,0.0,6.86,26.86,No Churn
7395-IGJOS,43.0,No,33.03679,-115.60503,3.0,No,0.0,1.0,Yes,No,Yes,Cable,No,No,No,No,No,Month-to-Month,71.35,1.7964531,0.0,40.4,109.953545,Dissatisfaction
0746-JTRFU,59.0,No,32.898613,-117.202937,1.0,Yes,2.0,15.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,288.05,0.0,0.0,467.1,755.15,Competitor
3655-SNQYZ,20.0,No,34.437945,-119.77191,1.0,Yes,7.0,65.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-to-Month,6985.65,0.0,0.0,2219.1,9204.75,Competitor
7594-LZNWR,76.0,Yes,34.110444,-118.156957,0.0,Yes,1.0,32.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,2661.1,0.0,0.0,1587.2,4248.3,Competitor
1841-YSJGV,24.0,No,33.889605,-115.257009,3.0,No,0.0,26.0,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-to-Month,402.4375,0.0,0.0,962.0,3499.0,No Churn
5519-NPHVG,69.0,Yes,33.012751,-117.200617,5.0,No,0.0,32.0,Yes,No,Yes,DSL,No,Yes,No,Yes,No,One Year,1830.1,0.0,10.0,637.44,2477.54,No Churn
1722-LDZJS,35.0,No,32.980678,-116.262854,3.0,No,0.0,10.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,1021.55,0.0,0.0,264.3,1285.85,No Churn
4282-MSACW,27.0,No,33.141265,-116.967221,1.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,69.6,0.0,0.0,46.21,115.81,Competitor
0727-BNRLG,61.0,No,36.5276,-119.865999,3.0,Yes,8.0,17.0,Yes,No,No,None,No,No,No,No,No,One Year,329.75,0.0,0.0,249.72998,579.48,No Churn
9142-KZXOP,20.0,No,39.170376,-120.838404,4.0,Yes,7.0,35.0,Yes,No,Yes,None,No,No,No,Yes,Yes,Month-to-Month,1861.1,0.0,0.0,727.65,2588.75,No Churn
9874-QLCLH,19.0,No,36.248708,-121.386617,5.0,Yes,10.0,52.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,1054.75,0.0,0.0,2119.52,3174.27,No Churn
5906-BFOZT,63.0,No,40.789799,-121.474529,3.0,No,0.0,1.0,Yes,No,Yes,None,No,No,No,No,No,Month-to-Month,20.05,1.7964531,0.0,7.66,25.913546,No Churn
3969-GYXEL,67.0,Yes,33.945318,-117.992066,3.0,Yes,8.0,67.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,One Year,7142.5,0.0,0.0,2577.49,9719.99,No Churn
8033-VCZGH,50.0,No,34.2565,-117.19335,3.0,No,0.0,11.0,Yes,Yes,No,None,No,No,No,No,Yes,One Year,245.15,0.0,0.0,20.57,265.72,No Churn
0374-FIUCA,30.0,No,37.750778,-121.13238,4.0,Yes,4.0,64.0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Two Year,4447.75,0.0,0.0,1647.36,6095.11,No Churn
5294-DMSFH,33.0,No,34.070291,-118.349191,3.0,No,0.0,1.0,No,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,201.95,0.0,0.0,0.0,201.95,No Churn
8676-TRMJS,56.0,No,34.109775,-117.378904,3.0,Yes,2.0,24.0,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Month-to-Month,1315.35,0.0,120.0,24.48,1459.83,No Churn
1135-LMECX,75.0,Yes,34.207295,-118.400022,1.0,No,0.0,5.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,502.6,0.0,6.6882515,175.11177,684.4,Other
6766-HFKLA,27.0,No,32.807867,-117.060993,3.0,Yes,1.0,5.0,Yes,No,No,None,No,No,No,No,No,One Year,99.45,0.0,0.0,206.05,305.5,No Churn
2169-RRLFW,23.0,No,35.453912,-120.69461,3.0,No,0.0,58.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1519.0,0.0,0.00024414062,2778.2,4297.2,No Churn
7964-YESJC,24.0,No,34.130992,-118.894673,4.0,No,0.0,4.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,235.65,0.0,0.0,88.28,323.93,No Churn
1024-KPRBB,37.0,No,36.15254796653061,-120.838404,5.0,Yes,2.0,60.0,Yes,Yes,No,None,No,No,No,No,No,One Year,1506.4,0.0,-0.00012207031,1707.0,3213.4,No Churn
0581-MDMPW,24.0,No,40.582399,-122.195512,3.0,No,0.0,4.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,333.55,0.0,0.0,166.88,500.43,Competitor
5669-SRAIP,63.0,No,34.631362,-120.238218,2.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,85.55,0.0,0.0,33.339996,118.89,Other
5673-TIYIB,71.0,Yes,39.724433,-123.767578,5.0,No,0.0,28.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,1614.2,0.0,0.0,429.8,2044.0,No Churn
9448-REEVD,77.0,Yes,39.607831,-121.777959,3.0,No,0.0,66.0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,7862.25,0.0,-0.00018310547,215.82,8078.07,No Churn
0794-YVSGE,24.0,No,41.465121,-122.380947,3.0,No,0.0,14.0,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Two Year,1054.8,0.0,0.0,514.22,1569.02,No Churn
4510-HIMLV,63.0,No,39.473896,-121.415927,4.0,No,0.0,19.0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1375.6,0.0,0.0,152.38,1527.98,No Churn
8562-GHPPI,54.0,No,33.527605,-116.666551,3.0,Yes,1.0,52.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Month-to-Month,4326.8,0.0,0.0,1661.92,5988.72,No Churn
1755-RMCXH,79.0,Yes,34.404544,-119.302118,3.0,Yes,4.0,67.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,6079.0,0.0,0.0,482.4,6561.4,No Churn
6174-NRBTZ,51.0,No,41.599978,-122.539381,3.0,No,0.0,7.0,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,144.95,0.0,3.8146973e-06,51.24,196.19,No Churn
1935-IMVBB,58.0,No,33.982787,-117.057627,3.0,No,0.0,2.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,39.3,1.7964531,0.0,3.94,41.443546,No Churn
8645-KWHJO,59.0,No,34.209532,-118.577563,1.0,No,3.0,14.0,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,One Year,1348.9,0.0,0.0,78.82,1427.72,Competitor
8623-ULFNQ,57.0,No,37.222842,-121.988727,5.0,Yes,10.0,1.0,Yes,No,No,None,Yes,No,No,No,Yes,Month-to-Month,19.2,0.0,0.0,32.78,51.98,No Churn
7083-MIOPC,33.0,No,33.874224,-117.993368,3.0,Yes,1.0,27.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-to-Month,2151.6,0.0,30.0,1300.59,3482.19,No Churn
4647-XXZAM,58.0,No,34.445239,-117.894868,3.0,Yes,10.0,70.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Two Year,6944.5,0.0,0.0,3360.0,10304.5,No Churn
5681-LLOEI,63.0,No,32.957195,-117.202542,3.0,Yes,1.0,30.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-to-Month,2804.45,0.0,0.0,210.3,3014.75,Competitor
0224-NIJLP,58.0,No,36.008958,-118.891593,4.0,No,0.0,58.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,402.4375,0.0,0.0,1696.5,2828.0,No Churn
8728-SKJLR,56.0,No,37.257772,-122.051824,5.0,Yes,3.0,28.0,Yes,No,Yes,None,No,Yes,No,No,Yes,Month-to-Month,1461.15,0.0,0.0,743.41486,2204.565,No Churn
5271-YNWVR,24.0,No,36.15254796653061,-118.109962,5.0,Yes,2.0,4.0,Yes,Yes,Yes,None,No,No,No,No,No,Month-to-Month,62.9,0.0,0.0,159.56,222.46,No Churn
6260-ONULR,74.0,Yes,34.130992,-118.894673,4.0,No,0.0,28.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,3645.6,0.0,0.0,378.83,4024.43,No Churn
1154-HYWWO,63.0,No,34.598221,-117.79593,0.0,No,0.0,2.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,89.5,1.7964531,0.0,52.776447,140.48,Competitor
8705-DWKTI,43.0,No,34.08111,-117.853935,4.0,No,0.0,62.0,Yes,Yes,No,None,No,No,No,No,No,Month-to-Month,1429.65,0.0,0.0,3033.66,4463.31,No Churn
6857-TKDJV,42.0,No,33.90139,-118.315697,4.0,Yes,6.0,45.0,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,2221.55,0.0,0.0,292.05,2513.6,No Churn
6972-SNKKW,33.0,No,33.890046,-117.455583,1.0,No,0.0,15.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-Month,679.55,0.0,0.0,145.65,825.2,Competitor
1371-WEPDS,44.0,No,33.864622,-118.179626,5.0,No,0.0,23.0,Yes,No,Yes,Cable,No,No,Yes,No,No,Month-to-Month,1081.25,0.0,150.0,971.98,2203.23,No Churn
3262-EIDHV,66.0,Yes,37.669516,-120.626964,3.0,No,0.0,42.0,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Month-to-Month,402.4375,0.0,0.0,1134.0,3555.75,No Churn
4184-VODJZ,76.0,Yes,33.752938,-116.230055,3.0,Yes,7.0,1.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,74.3,0.0,0.0,17.84,92.14,No Churn
7328-OWMOM,32.0,No,37.571748,-121.659562,5.0,No,0.0,28.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,4922.4,0.0,0.0,2080.4,7002.8,No Churn
0361-HJRDX,63.0,No,35.316263,-119.402559,3.0,Yes,8.0,68.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Two Year,7843.55,0.0,0.0,1573.52,9417.07,No Churn
8182-BJDSI,25.0,No,34.711224,-114.702256,5.0,No,0.0,70.0,No,No,Yes,DSL,No,No,No,Yes,Yes,Two Year,2799.75,0.0,0.0,0.0,2799.75,No Churn
3594-IVHJZ,40.0,No,33.930199,-117.862898,3.0,No,0.0,3.0,Yes,No,Yes,DSL,No,No,No,No,No,Month-to-Month,61.7,0.0,0.0,46.109997,107.81,No Churn
9732-EQMWY,49.0,No,38.470423,-121.114897,4.0,Yes,5.0,66.0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two Year,4370.25,0.0,70.0,743.41486,5183.665,No Churn
4130-MZLCC,78.0,Yes,33.923149,-117.244933,3.0,Yes,2.0,20.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,One Year,1818.3,1.7964531,0.0,650.8,2467.3037,No Churn
5650-VDUDS,42.0,No,33.83796,-119.72580400690777,3.0,Yes,0.0,3.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,212.4,27.6,0.0,4.9200077,189.72,No Churn
9194-GFVOI,63.0,No,33.4725,-117.584273,3.0,No,0.0,1.0,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,48.45,1.7964531,0.0,18.216455,64.87,No Churn
7649-SIJJF,57.0,No,37.941456,-122.320968,5.0,No,0.0,5.0,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Month-to-Month,235.2,1.7964531,0.0,67.7,301.10355,No Churn
9586-JGQKH,47.0,No,33.877639,-117.961212,0.0,Yes,2.0,59.0,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Month-to-Month,6252.9,-0.0009765625,40.0,2909.29,9202.19,Competitor
5510-BOIUJ,29.0,No,35.652242,-119.4464,3.0,Yes,7.0,46.0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,402.4375,0.0,0.0,1466.48,4634.48,No Churn
6368-TZZDT,19.0,No,34.757783,-117.33997,5.0,No,0.0,46.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,2168.9,0.0,0.0,1854.7202,4023.62,No Churn
6715-OFDBP,63.0,No,40.166028,-123.584144,5.0,No,0.0,55.0,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Two Year,4323.35,0.0,0.0,1446.5,5769.85,No Churn
0842-IWYCP,49.0,No,33.362575,-117.299644,3.0,No,0.0,12.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,518.9,0.0,6.6882515,126.751755,652.34,Competitor
8610-WFCJF,63.0,No,37.921137,-122.657562,4.0,Yes,7.0,25.0,Yes,No,No,None,No,No,No,No,No,One Year,520.1,0.0,0.0,326.5,846.6,No Churn
1763-WQFUK,63.0,No,34.567058,-117.362329,3.0,No,0.0,1.0,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,54.5,0.0,0.0,33.21,87.71,No Churn
7235-NXZCP,63.0,No,39.23754,-120.720196,1.0,Yes,1.0,39.0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,One Year,3182.95,0.0,6.6882515,1392.3,4581.9385,Other
5931-FLJJF,37.0,No,37.834341,-122.26437,4.0,No,0.0,64.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Two Year,3754.0,0.0,0.0,2932.48,9625.13,No Churn
3419-SNJJD,33.0,No,33.948558,-116.516976,5.0,Yes,6.0,28.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,5869.4,0.0,0.0,2379.81,8249.21,No Churn
7284-ZZLOH,44.0,No,33.012751,-117.200617,4.0,No,0.0,57.0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,One Year,2258.25,0.0,0.0,0.0,2258.25,No Churn
7470-MCQTK,62.0,No,36.732694,-119.783786,5.0,No,0.0,17.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,402.4375,0.0,0.0,764.32,2109.97,No Churn
9633-XQABV,71.0,Yes,34.139082,-118.39275,5.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,45.85,1.7964531,0.0,42.176456,86.23,No Churn
6328-ZPBGN,56.0,No,34.04622,-118.053753,5.0,Yes,0.0,32.0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One Year,2633.3,0.00024414062,0.0,1199.36,3832.66,No Churn
7109-MFBYV,51.0,No,34.239636,-118.245259,3.0,Yes,5.0,28.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Month-to-Month,4600.95,14.3,0.0,1105.5,5692.15,No Churn
0795-GMVQO,72.0,Yes,38.830739,-122.196202,3.0,No,0.0,27.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,2467.75,0.0,0.0,457.38,2925.13,Other
2038-LLMLM,46.0,No,35.996923,-120.000951,5.0,No,0.0,28.0,Yes,No,Yes,DSL,No,No,No,No,No,Month-to-Month,428.7,44.9,0.0,35.5,419.3,No Churn
0411-EZJZE,38.0,No,33.832799,-116.250973,3.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,89.35,0.0,0.0,5.36,94.71,No Churn
6917-FIJHC,30.0,No,37.609095,-121.263381,4.0,No,0.0,60.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Month-to-Month,6236.75,0.0,0.0,1372.8,7609.55,No Churn
5244-IRFIH,65.0,Yes,40.171312,-121.120605,0.0,No,0.0,22.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Month-to-Month,2082.95,0.0,100.0,883.96,3066.91,Competitor
0927-LCSMG,24.0,No,36.77462,-121.664714,5.0,No,0.0,6.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,514.6,0.0,0.0,243.84,758.44,No Churn
1131-SUEKT,63.0,No,37.007882,-122.065975,5.0,Yes,3.0,46.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,851.2,0.0,0.0,739.22,1590.42,No Churn
1436-ZMJAN,65.0,Yes,34.438581,-119.685368,4.0,No,0.0,28.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,One Year,2078.2188,0.0,0.0,548.78,4675.13,No Churn
0744-BIKKF,37.0,No,41.042003,-120.506086,4.0,Yes,10.0,50.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,402.4375,0.0,667.8125,506.5,1576.75,No Churn
8387-UGUSU,57.0,No,33.998471,-117.973758,4.0,Yes,1.0,72.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,7657.4,0.0,0.0,461.52,8118.92,No Churn
5840-NVDCG,31.0,No,40.243494,-121.154733,3.0,No,0.0,26.0,Yes,No,No,None,No,No,No,No,Yes,Month-to-Month,518.3,0.0,0.0,824.98,1343.28,No Churn
3842-QTGDL,51.0,No,40.656287,-121.428965,3.0,No,0.0,62.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1638.7,0.0,0.0,175.46,1814.16,No Churn
7861-UVUFT,63.0,No,39.381174,-121.21191,2.0,No,0.0,58.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,One Year,6219.6,0.0,40.0,2386.12,8645.72,Dissatisfaction
9825-YCXWZ,47.0,No,37.902968,-119.667544,4.0,Yes,0.0,38.0,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,3887.25,0.0,-7.6293945e-05,164.92,4052.17,No Churn
1143-NMNQJ,61.0,No,37.212191,-119.749323,4.0,No,0.0,3.0,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Month-to-Month,402.4375,0.0,-168.0375,134.91,369.31,No Churn
5574-NXZIU,24.0,No,37.161544,-121.649371,3.0,Yes,1.0,70.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,3754.0,42.89,0.0,114.1,4594.46,No Churn
6474-FVJLC,27.0,No,37.233226,-121.78809,5.0,Yes,6.0,13.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,251.25,0.0,0.0,217.62,468.87,No Churn
4628-CTTLA,54.0,No,38.394091,-122.739814,3.0,Yes,8.0,37.0,Yes,No,No,None,No,No,No,No,No,One Year,717.5,0.0,0.0,573.87,1291.37,No Churn
7369-TRPFD,68.0,Yes,34.083086,-117.737997,3.0,Yes,3.0,28.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,One Year,2078.2188,0.0,0.0,551.2,2629.4187,No Churn
7633-MVPUY,57.0,No,32.830852,-116.444601,4.0,No,0.0,24.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-to-Month,2048.8,0.0,80.0,315.12,2443.92,No Churn
0670-ANMUU,78.0,Yes,40.210895,-123.86,4.0,No,0.0,57.0,Yes,No,Yes,DSL,No,No,Yes,Yes,No,One Year,3035.8,0.0,-0.00012207031,1621.08,4656.88,No Churn
8277-RVRSV,39.0,No,34.043144,-118.251977,3.0,Yes,7.0,28.0,Yes,Yes,Yes,DSL,No,No,Yes,No,No,One Year,5681.1,0.0,3.0517578e-05,330.02,6011.12,No Churn
3378-AJRAO,48.0,No,37.540582,-122.509594,3.0,Yes,2.0,65.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1654.85,0.0,0.0,191.75,1846.6,No Churn
5353-WILCI,53.0,No,38.140719,-121.838298,4.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,70.1,0.0,0.0,1.15,71.25,No Churn
9134-WYRVP,63.0,No,35.363339,-117.637641,1.0,Yes,1.0,2.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,134.35,0.0,0.0,54.54,188.89,Competitor
6119-SPUDB,63.0,No,37.770533,-122.445121,3.0,Yes,1.0,28.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,2866.45,0.0,0.0,315.0,3181.45,Attitude
4750-ZRXIU,63.0,No,38.264262,-120.515133,1.0,Yes,1.0,29.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,2649.15,0.0,0.0,1174.2102,3823.36,Other
1636-NTNCO,47.0,No,34.169706,-118.323548,3.0,No,0.0,29.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,702.0,0.0,0.0,131.37,833.37,No Churn
3806-YAZOV,24.0,No,33.972119,-118.020188,5.0,Yes,10.0,8.0,Yes,No,Yes,Cable,No,Yes,No,Yes,No,Month-to-Month,401.5,0.0,30.0,254.88,686.38,No Churn
9979-RGMZT,63.0,No,32.898613,-117.202937,3.0,No,0.0,16.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,1340.1,0.0,0.0,356.8,1696.9,No Churn
2346-CZYIL,63.0,No,34.084909,-117.258107,3.0,Yes,2.0,10.0,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Two Year,525.5,0.0,0.0,0.0,525.5,No Churn
9046-JBFWA,29.0,No,38.626128,-121.328011,4.0,No,0.0,60.0,No,No,Yes,DSL,Yes,No,Yes,No,Yes,One Year,2773.9,0.0,0.0,0.0,2773.9,No Churn
2282-YGNOR,43.0,No,37.222842,-121.988727,3.0,Yes,0.0,12.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,893.0,0.0,6.1035156e-05,313.56,1206.56,No Churn
6922-NCEDI,59.0,No,34.099869,-118.326843,2.0,No,0.0,8.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,438.4,0.0,0.0,284.24002,722.64,Other
1363-TXLSL,24.0,No,40.331975,-121.460674,3.0,Yes,5.0,53.0,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-to-Month,4779.45,0.0,0.0,1289.49,6068.94,No Churn
6060-QBMGV,26.0,No,41.831901,-123.487478,0.0,No,0.0,38.0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Month-to-Month,3233.6,0.0,0.0,1374.84,4608.44,Competitor
6087-MVHJH,29.0,No,39.02741,-121.614982,4.0,Yes,5.0,17.0,No,No,Yes,DSL,No,No,Yes,Yes,Yes,One Year,934.8,47.73,1.9073486e-05,0.0,887.07,No Churn
5751-USDBL,54.0,No,34.137319,-118.029837,5.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,135.2,0.0,0.0,31.34,166.54,No Churn
4657-FWVFY,19.0,No,37.031404,-121.981865,1.0,No,0.0,1.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,20.95,1.7964531,0.0,42.27645,61.43,Price
2592-HODOV,63.0,No,34.110845,-118.259595,1.0,No,0.0,28.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,316.9,0.0,0.0,63.0,379.9,Competitor
0463-ZSDNT,63.0,No,36.974575,-121.991149,3.0,No,0.0,3.0,No,No,Yes,Cable,Yes,No,Yes,No,Yes,Month-to-Month,107.25,0.0,0.0,0.0,107.25,No Churn
0840-DCNZE,46.0,No,38.157794,-121.520223,0.0,No,0.0,36.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,3067.2,0.0,0.0,887.76,3954.96,Attitude
4957-SREEC,45.0,No,37.818543,-121.006907,4.0,No,0.0,18.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,454.65,0.0,0.0,543.96,998.61,No Churn
2833-SLKDQ,76.0,Yes,33.912246,-118.236773,3.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Two Year,163.7,0.0,0.0,65.96,229.66,No Churn
1304-SEGFY,42.0,No,36.520537,-120.118055,5.0,No,0.0,22.0,Yes,No,No,None,No,Yes,No,No,No,Month-to-Month,475.1,0.0,1.5258789e-05,227.92,703.02,No Churn
0480-BIXDE,71.0,Yes,33.990646,-117.663025,3.0,Yes,1.0,30.0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,1527.5,0.0,0.0,743.41486,2270.9148,Attitude
