index,Customer ID,Age,Senior Citizen,Latitude,Longitude,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
541,9795-VOWON,25.0,No,37.605926,-118.88109,2.0,No,0.0,3.0,Yes,No,Yes,None,No,No,No,No,Yes,Month-to-Month,159.15,0.0,0.0,68.31,227.46,Dissatisfaction
545,6614-FHDBO,20.0,No,37.007882,-117.04054,3.0,No,7.0,10.0,Yes,Yes,Yes,None,Yes,Yes,No,No,No,Month-to-Month,612.95,0.0,0.0,61.75,2480.55,No Churn
547,9200-NLNPD,71.0,Yes,34.712708,-122.100006,5.0,No,0.0,59.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Two Year,4590.35,0.0,0.0,2824.2,4952.02,No Churn
551,0374-IOEGQ,57.0,No,35.391733,-118.984109,4.0,Yes,5.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,49.75,0.0,0.0,41.79,91.54,No Churn
553,5977-CKHON,35.0,No,37.027663,-119.69056,4.0,No,0.0,46.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,294.45,0.0,0.0,17.16,311.61,No Churn
556,8128-YVJRG,55.0,No,40.077028,-121.494168,5.0,Yes,9.0,55.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,4904.25,0.0,0.0,1641.2199999999998,1377.81,No Churn
557,8577-QSOCG,74.0,Yes,37.521708,-120.426843,3.0,No,0.0,9.0,Yes,No,Yes,DSL,No,No,No,No,Yes,One Year,447.9,0.0,0.0,63.99,511.89,No Churn
558,9027-YFHQJ,41.0,No,38.93496,-118.334081,5.0,No,0.0,20.0,No,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,505.95,0.0,0.0,0.0,505.95,No Churn
559,3254-YRILK,55.0,No,32.825086,-117.199424,3.0,No,0.0,14.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,341.45,0.0,0.0,57.7,1337.19,Competitor
562,0365-BZUWY,38.0,No,38.32153,-118.192754,4.0,Yes,1.0,46.0,Yes,No,No,None,Yes,No,No,No,Yes,Two Year,1654.6,0.0,150.0,120.6,1799.98,No Churn
571,6629-CZTTH,61.0,No,37.792489,-122.244314,3.0,No,0.0,62.0,Yes,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Two Year,7285.7,0.0,0.0,125.7,4935.08,No Churn
573,9805-FILKB,73.0,No,37.708327,-122.083473,3.0,Yes,1.0,28.0,Yes,Yes,Yes,DSL,No,No,No,No,No,One Year,804.25,0.0,80.0,131.88,4271.96,No Churn
576,8003-EWNDZ,55.0,No,35.245035,-120.984472,5.0,No,0.0,32.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,One Year,3608.0,0.0,0.0,147.52,3755.52,No Churn
577,6158-DWPZT,32.0,No,34.039224,-117.897367,2.0,Yes,1.0,5.0,No,No,Yes,Fiber Optic,No,Yes,No,No,No,Month-to-Month,341.45,0.0,10.0,0.0,258.95,Competitor
585,1319-YLZJG,35.0,No,35.383937,-119.020428,4.0,No,0.0,5.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,424.75,0.0,0.0,242.45,667.2,No Churn
590,9746-MDMBK,43.0,No,35.490705,-119.286833,5.0,No,4.0,72.0,Yes,Yes,Yes,None,No,No,No,No,No,Two Year,5073.1,0.0,0.0,2564.64,4422.49,No Churn
593,5857-TYBCJ,50.0,No,37.724817,-122.224363,3.0,No,0.0,71.0,No,No,Yes,Cable,No,Yes,No,No,No,Month-to-Month,382.2,0.0,10.0,0.0,392.2,No Churn
595,2525-GVKQU,53.0,No,34.147149,-118.463365,3.0,No,0.0,12.0,Yes,No,No,None,No,No,No,No,No,One Year,219.35,0.0,0.0,200.64,419.99,No Churn
596,7554-NEWDD,64.0,No,36.727418,-120.123526,1.0,No,0.0,18.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,489.45,0.0,0.0,71.82000000000001,215.2,Attitude
597,1342-JPNKI,61.0,Yes,36.936228,-123.450097,1.0,No,0.0,13.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,940.35,0.0,0.0,524.81,1465.16,Competitor
598,4716-HHKQH,27.0,No,33.850504,-118.039892,4.0,No,0.0,71.0,Yes,No,No,Fiber Optic,No,No,No,Yes,No,Two Year,5581.05,0.0,0.0,499.77,6553.51,No Churn
599,0096-FCPUF,32.0,No,33.82769,-117.102244,3.0,Yes,6.0,72.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Two Year,8061.5,0.0,20.0,2181.6,10263.1,No Churn
601,1689-MRZQR,55.0,No,40.524535,-122.647172,2.0,No,0.0,66.0,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Month-to-Month,6710.5,0.0,0.0,1704.12,431.63,Other
603,8884-FEEWR,77.0,No,34.04597,-117.200024,3.0,No,0.0,1.0,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,25.25,0.0,80.0,0.0,25.25,Price
604,2055-BFOCC,55.0,No,33.867593,-122.415201,3.0,Yes,3.0,2.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1836.9,0.0,0.0,2281.23,4118.13,No Churn
605,4897-QSUYC,40.0,No,34.205504,-118.993111,3.0,Yes,1.0,50.0,Yes,No,Yes,None,No,Yes,No,No,No,Two Year,305.55,0.0,0.0,742.6600000000001,159.54000000000002,No Churn
608,4622-YNKIJ,53.0,No,38.419525,-122.521585,3.0,Yes,3.0,69.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,8182.85,0.0,0.0,2657.88,10840.73,No Churn
610,5016-IBERQ,36.0,No,36.301689,-121.952864,1.0,No,0.0,5.0,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Month-to-Month,70.5,0.0,0.0,108.57,35.05,Competitor
616,5649-TJHOV,40.0,No,38.627951,-118.593408,5.0,No,0.0,17.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,151.75,0.0,0.0,2108.88,4080.62,No Churn
617,3413-CSSTH,76.0,No,35.383937,-121.446049,4.0,Yes,10.0,61.0,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Two Year,77.6,0.0,0.0,0.0,6486.1,No Churn
619,7758-UJWYS,67.0,Yes,33.760458,-118.266293,4.0,Yes,4.0,72.0,No,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Two Year,1836.9,0.0,0.0,1211.04,8698.74,No Churn
621,7739-LAXOG,38.0,No,34.00709,-118.258681,5.0,Yes,4.0,65.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,7082.45,21.52,0.0,3154.4500000000003,10215.38,No Churn
622,0074-HDKDG,77.0,Yes,37.290606,-119.216328,4.0,No,0.0,72.0,Yes,No,No,Fiber Optic,Yes,Yes,No,No,Yes,One Year,305.55,0.0,0.0,1479.1999999999998,7037.75,No Churn
623,4816-OKWNX,67.0,Yes,37.161544,-121.649371,1.0,No,0.0,1.0,No,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,25.1,0.0,0.0,0.0,25.1,Competitor
624,6711-FLDFB,51.0,No,33.744119,-118.31448,3.0,Yes,0.0,72.0,Yes,No,Yes,None,Yes,Yes,No,No,Yes,Month-to-Month,5336.35,0.0,0.0,793.4399999999999,677.1800000000001,No Churn
627,4998-IKFSE,39.0,No,39.220368,-123.381544,5.0,No,0.0,16.0,Yes,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Month-to-Month,3355.65,0.0,0.0,1640.16,5905.65,No Churn
628,5924-SNGKP,78.0,Yes,32.68674,-119.929894,3.0,No,0.0,35.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Month-to-Month,3180.5,0.0,40.0,916.65,4137.15,No Churn
629,3198-VELRD,80.0,No,40.557314,-124.081662,3.0,Yes,4.0,40.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One Year,3928.3,0.0,0.0,2614.2,6542.5,No Churn
631,5311-IHLEI,51.0,No,32.649787,-117.531446,4.0,Yes,8.0,69.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Two Year,7317.1,0.0,0.0,2302.53,9619.63,No Churn
632,5204-QZXPU,52.0,No,33.867593,-121.752383,5.0,No,0.0,60.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,4765.0,0.0,0.0,917.4,5682.4,No Churn
634,4301-VVZKA,39.0,No,33.867593,-118.080637,4.0,Yes,8.0,63.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,6841.4,0.0,0.0,672.21,6004.47,No Churn
635,7126-RBHSD,39.0,No,36.301689,-117.209774,3.0,No,0.0,1.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,385.0,0.0,0.0,20.06,99.26,Competitor
636,8573-JGCZW,69.0,Yes,34.2112,-117.029473,2.0,Yes,1.0,37.0,No,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Month-to-Month,1448.8,0.0,0.0,0.0,1448.8,Competitor
637,6447-EGDIV,66.0,Yes,36.78979,-119.929894,4.0,Yes,1.0,34.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,1968.1,0.0,0.0,70.38,2495.78,No Churn
638,3387-VATUS,37.0,No,34.015481,-118.493231,4.0,No,0.0,62.0,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,One Year,4698.05,0.0,0.0,2376.46,7074.51,No Churn
640,8961-QDZZJ,49.0,No,33.8681,-118.067402,3.0,No,0.0,17.0,No,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,53.95,0.0,0.0,0.0,85.11,Price
641,7268-IGMFD,79.0,No,39.461768,-117.209774,2.0,No,0.0,17.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,73.6,0.0,0.0,6.19,79.78999999999999,Competitor
642,2874-YXVVA,58.0,No,35.861928,-117.199424,3.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,70.1,0.0,0.0,46.17,116.27,Competitor
643,2039-JONDJ,79.0,No,35.050345,-118.238728,3.0,Yes,9.0,64.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,6081.4,0.0,0.0,1493.12,7574.519999999999,No Churn
645,2660-EMUBI,46.0,No,37.59485,-122.051521,1.0,No,0.0,7.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,660.9,34.29,0.0,338.52,965.13,Competitor
648,0080-OROZO,26.0,Yes,39.493991,-120.66527,4.0,No,0.0,66.0,Yes,Yes,Yes,None,Yes,Yes,No,Yes,Yes,One Year,4174.35,0.0,0.0,2407.68,6582.030000000001,No Churn
649,3308-DGHKL,45.0,No,36.057458,-122.938935,5.0,Yes,7.0,10.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,1336.9,0.0,0.0,794.07,397.18,No Churn
650,1525-LNLOJ,29.0,No,34.061634,-121.271616,4.0,Yes,7.0,54.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,6049.5,0.0,0.0,615.6,6665.1,No Churn
654,1297-VQDRP,42.0,No,40.582399,-122.195512,3.0,No,0.0,72.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,8012.75,0.0,0.0,1741.68,9754.43,No Churn
655,3847-BAERP,67.0,Yes,36.749403,-122.777141,4.0,No,0.0,51.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,1260.7,0.0,0.0,821.5,1419.31,No Churn
656,0523-VNGTF,40.0,No,37.84771,-120.486589,1.0,No,0.0,16.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,1573.7,35.7,0.0,652.16,2190.16,Competitor
658,1608-GMEWB,54.0,No,41.171578,-120.913161,3.0,No,0.0,17.0,No,Yes,Yes,None,No,Yes,No,No,No,Month-to-Month,614.45,0.0,0.0,1922.8,5380.049999999999,No Churn
659,8894-JVDCV,38.0,No,37.855717,-121.994813,5.0,Yes,1.0,69.0,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,917.45,0.0,0.0,2960.1,10221.85,No Churn
662,1658-XUHBX,23.0,No,33.53604,-122.091481,1.0,Yes,2.0,54.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,5763.3,0.0,0.0,476.82,6240.12,Dissatisfaction
666,7924-GJZFI,58.0,No,38.627951,-121.593287,3.0,Yes,10.0,12.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,189.45,24.36,0.0,136.72,1752.15,No Churn
667,7254-IQWOZ,36.0,No,36.618337,-121.926417,3.0,No,1.0,8.0,Yes,No,Yes,Cable,Yes,Yes,No,No,No,One Year,2964.0,0.0,0.0,2586.08,4709.24,No Churn
668,6333-YDVLT,52.0,No,33.952714,-118.292061,3.0,Yes,8.0,70.0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Two Year,4872.35,0.0,80.0,2056.6,7008.950000000001,No Churn
671,1183-CANVH,42.0,No,38.911299,-118.491156,3.0,No,0.0,64.0,Yes,No,No,None,No,No,No,No,No,Two Year,1240.15,0.0,0.0,2493.44,3733.59,No Churn
674,4567-AKPIA,25.0,No,37.212191,-122.017258,5.0,Yes,0.0,65.0,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Two Year,579.0,0.0,0.0,1041.57,743.75,No Churn
677,4310-KEDTB,50.0,No,34.115192,-118.61017,4.0,Yes,0.0,19.0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Two Year,1968.1,0.0,0.0,2608.13,4460.63,No Churn
679,3733-LSYCE,31.0,No,37.95338,-122.076886,5.0,No,0.0,57.0,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,One Year,3134.7,0.0,0.0,531.24,3665.94,No Churn
682,4826-XTSOH,71.0,Yes,34.093781,-118.164432,3.0,Yes,0.0,72.0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,6425.65,0.0,0.0,1474.56,7900.209999999999,No Churn
687,2599-CZABP,28.0,No,37.388349,-117.116916,4.0,Yes,9.0,38.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,746.05,0.0,0.0,1019.92,1765.9699999999998,No Churn
690,2403-BCASL,78.0,Yes,37.294926,-117.897367,3.0,No,0.0,40.0,No,No,Yes,Fiber Optic,No,No,No,No,Yes,One Year,893.55,0.0,0.0,0.0,893.55,Competitor
691,9972-VAFJJ,40.0,No,32.825086,-117.199424,1.0,No,0.0,8.0,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,215.2,0.0,0.0,0.0,215.2,Attitude
692,6769-DCQLI,28.0,No,34.002028,-120.946594,5.0,No,0.0,44.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,3687.75,0.0,0.0,51.23,1393.1,No Churn
696,6127-IYJOZ,31.0,No,33.988543,-118.334081,5.0,Yes,10.0,20.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,406.05,0.0,0.0,295.79999999999995,701.8499999999999,No Churn
698,6916-HIJSE,31.0,No,33.977468,-118.445475,4.0,No,0.0,68.0,Yes,Yes,Yes,None,No,Yes,Yes,Yes,Yes,Month-to-Month,828.85,0.0,0.0,518.3199999999999,11795.78,No Churn
699,2748-MYRVK,38.0,No,36.917652,-119.593757,5.0,Yes,0.0,31.0,Yes,No,Yes,None,No,Yes,Yes,No,Yes,One Year,3778.0,0.0,0.0,166.68,1803.7,No Churn
700,0164-APGRB,34.0,No,38.085839,-120.37855,2.0,No,0.0,5.0,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Month-to-Month,259.8,22.96,10.0,121.6,368.44,Competitor
701,2446-PLQVO,36.0,No,37.946617,-122.563571,3.0,No,0.0,14.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,1266.1,0.0,0.0,158.34,1424.4399999999998,Competitor
705,7271-AJDTL,19.0,No,38.471049,-121.492666,5.0,No,0.0,8.0,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Month-to-Month,504.05,0.0,10.0,924.15,874.3699999999999,No Churn
707,7319-VENRZ,38.0,No,37.023669,-121.946461,3.0,Yes,1.0,70.0,Yes,Yes,No,None,No,No,No,Yes,No,Two Year,1401.4,0.0,0.0,2704.1000000000004,4105.5,No Churn
708,0266-CLZKZ,38.0,No,37.730269,-119.055813,3.0,No,0.0,23.0,Yes,Yes,No,Fiber Optic,Yes,No,No,No,No,Month-to-Month,1155.6,0.0,0.0,373.98,844.58,No Churn
710,3551-HUAZH,73.0,No,38.875508,-121.765866,4.0,No,0.0,67.0,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,One Year,3321.35,0.0,0.0,0.0,3321.35,No Churn
714,9717-IOAAF,44.0,No,38.00474,-117.320138,4.0,No,0.0,62.0,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Two Year,2618.3,0.0,0.0,0.0,865.6099999999999,No Churn
716,5570-PTWEH,21.0,No,33.933565,-118.062611,1.0,Yes,1.0,32.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,2391.8,0.0,0.0,830.8799999999999,3222.6800000000003,Price
718,3982-JGSFD,34.0,No,37.327069,-121.916819,1.0,Yes,1.0,53.0,No,Yes,Yes,Cable,No,No,No,Yes,No,One Year,3229.65,0.0,100.0,1148.51,4478.16,Other
719,8058-INTPH,53.0,No,35.634488,-117.362329,3.0,No,0.0,30.0,Yes,No,No,None,No,No,No,No,No,Two Year,578.5,0.0,0.0,278.1,856.5999999999999,No Churn
720,1866-RZZQS,73.0,Yes,37.290606,-122.047751,4.0,Yes,8.0,69.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Two Year,6998.95,0.0,0.0,1337.91,8336.86,No Churn
723,2845-KDHVX,32.0,No,34.065875,-118.238728,1.0,No,0.0,5.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,321.65,0.0,0.0,155.7,480.3,Competitor
724,5729-KLZAR,61.0,No,35.490705,-122.594879,5.0,Yes,6.0,35.0,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-Month,2395.7,0.0,0.0,293.13,11795.78,No Churn
726,7147-AYBAA,49.0,Yes,33.988572,-118.186565,5.0,Yes,6.0,35.0,Yes,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,6130.95,0.0,0.0,206.76,9537.56,No Churn
729,0513-RBGPE,50.0,No,33.782068,-118.399613,5.0,Yes,0.0,1.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,19.8,0.0,0.0,11.96,31.76,No Churn
730,5802-ADBRC,29.0,No,37.007882,-122.286228,3.0,No,0.0,39.0,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,One Year,1630.4,0.0,0.0,0.0,1630.4,No Churn
734,2749-CTKAJ,64.0,No,38.368744,-122.522642,4.0,No,0.0,26.0,Yes,No,No,None,No,No,No,No,No,Two Year,4590.35,21.25,0.0,980.2,1430.8000000000002,No Churn
736,6959-GQEGV,29.0,No,34.406256,-118.234451,4.0,No,0.0,13.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Two Year,1313.25,0.0,120.0,577.59,2010.84,No Churn
737,8808-ELEHO,36.0,No,33.507255,-121.363411,1.0,Yes,1.0,15.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,896.75,0.0,0.0,37.96,934.71,Competitor
738,5044-LRQAQ,38.0,Yes,32.886925,-117.152162,1.0,No,0.0,3.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,799.65,0.0,0.0,56.3,647.16,Other
739,6746-WAUWT,65.0,No,34.099891,-118.414338,3.0,No,0.0,14.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,1273.3,0.0,0.0,526.68,1799.98,No Churn
740,2114-MGINA,49.0,No,32.677097,-116.304991,4.0,Yes,4.0,72.0,Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Two Year,4166.35,0.0,0.0,487.83,6953.23,No Churn
743,4514-GFCFI,44.0,No,32.730583,-115.501083,3.0,Yes,0.0,69.0,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Two Year,2658.8,0.0,0.0,0.0,6755.68,No Churn
744,9112-WSNPU,67.0,Yes,34.95934,-120.490081,3.0,Yes,0.0,4.0,No,No,Yes,DSL,Yes,No,No,Yes,No,One Year,69.9,0.0,0.0,848.4300000000001,311.61,No Churn
745,5168-MSWXT,25.0,No,33.920907,-117.489426,1.0,No,0.0,20.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,84.65,0.0,40.0,2630.55,146.95000000000002,Dissatisfaction
746,3785-KTYSH,42.0,No,35.358953,-118.527064,3.0,Yes,0.0,6.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,111.65,0.0,0.0,166.68,278.33000000000004,No Churn
747,4717-GHADL,49.0,No,39.884395,-122.587513,4.0,Yes,1.0,2.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Month-to-Month,120.25,0.0,20.0,15.4,4126.299999999999,No Churn
749,8336-TAVKX,48.0,No,39.69676,-120.392967,5.0,Yes,8.0,60.0,Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,One Year,6157.6,0.0,0.0,1153.1999999999998,7310.8,No Churn
751,5788-YPOEG,78.0,Yes,33.954017,-122.091481,4.0,Yes,7.0,1.0,Yes,No,Yes,None,Yes,Yes,No,No,Yes,One Year,173.0,0.0,0.0,136.72,3188.18,No Churn
752,5863-OOKCL,73.0,No,40.059385,-122.091481,1.0,Yes,1.0,70.0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,One Year,4750.95,0.0,10.0,1201.9,9180.75,Dissatisfaction
754,7047-FWEYA,33.0,No,33.936291,-118.332639,2.0,No,1.0,14.0,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Month-to-Month,1178.4,0.0,0.0,401.1,1579.5,Attitude
757,1396-QWFBJ,56.0,No,33.529047,-117.306043,3.0,Yes,1.0,13.0,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,902.25,0.0,0.0,186.16,1088.41,No Churn
758,0486-LGCCH,74.0,Yes,34.049172,-121.994813,4.0,No,0.0,33.0,No,No,Yes,Cable,No,No,Yes,Yes,Yes,One Year,1803.7,0.0,0.0,0.0,1803.7,No Churn
759,4391-RESHN,29.0,Yes,34.007353,-118.033683,3.0,No,6.0,12.0,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,837.5,0.0,0.0,324.84000000000003,1162.34,No Churn
760,0392-BZIUW,51.0,No,32.697098,-117.116587,3.0,Yes,0.0,70.0,Yes,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,477.6,0.0,0.0,120.12,7743.19,No Churn
765,7240-ETPTR,37.0,No,34.727529,-118.153098,4.0,Yes,1.0,64.0,Yes,No,No,Cable,No,Yes,No,No,Yes,One Year,1581.95,0.0,0.0,1059.3,465.7,No Churn
768,9730-DRTMJ,49.0,No,40.507272,-120.338228,5.0,No,0.0,72.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,641.25,0.0,0.0,23.04,67.59,No Churn
769,6772-KSATR,46.0,No,41.027281,-120.669427,4.0,Yes,0.0,62.0,Yes,No,No,DSL,No,Yes,No,No,Yes,Month-to-Month,6139.5,0.0,0.0,929.5,229.4,No Churn
770,2921-XWDJH,40.0,No,32.89325,-117.087091,5.0,No,0.0,13.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Month-to-Month,4652.4,21.25,0.0,1354.24,54.18,No Churn
771,3855-ONCAR,47.0,No,33.88274,-117.224878,5.0,No,0.0,10.0,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Two Year,4689.15,0.0,0.0,0.0,570.51,No Churn
774,9715-SBVSU,44.0,No,34.044639,-118.240413,1.0,Yes,1.0,21.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,4812.75,0.0,0.0,1075.08,5887.83,Competitor
775,1357-BIJKI,67.0,No,37.449551,-122.183762,4.0,No,4.0,62.0,Yes,No,No,None,No,Yes,Yes,No,No,Month-to-Month,1240.15,0.0,0.0,690.69,2637.0,No Churn
776,1029-QFBEN,48.0,No,33.867593,-120.811141,5.0,Yes,1.0,47.0,Yes,No,Yes,None,No,Yes,No,No,No,Two Year,346.45,0.0,0.0,67.67999999999999,1084.38,No Churn
777,2157-MXBJS,65.0,Yes,37.106902,-121.251984,3.0,No,0.0,4.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Two Year,179.85,0.0,0.0,124.52,304.37,No Churn
778,3003-CMDUU,41.0,No,37.818543,-117.950113,3.0,No,0.0,65.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,One Year,3121.45,6.26,0.0,1146.86,516.95,No Churn
779,7025-WCBNE,46.0,No,37.80707,-122.297401,3.0,Yes,4.0,66.0,Yes,No,No,None,No,No,No,No,Yes,One Year,1374.2,0.0,0.0,516.78,1890.98,No Churn
781,0727-IWKVK,24.0,No,36.478239,-118.238508,4.0,No,0.0,61.0,Yes,No,No,None,No,No,No,No,No,Two Year,1305.95,0.0,0.0,2852.36,4158.31,No Churn
783,6823-SIDFQ,41.0,No,36.749403,-118.68346,3.0,No,0.0,46.0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Two Year,4805.65,0.0,0.0,1444.95,6250.599999999999,No Churn
787,4361-BKAXE,40.0,No,34.486835,-117.362274,1.0,No,1.0,5.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,2405.05,0.0,0.0,32.86,522.54,Competitor
789,6646-VRFOL,25.0,No,41.336354,-118.504118,5.0,Yes,0.0,59.0,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Two Year,4194.85,0.0,0.0,1463.79,5658.64,No Churn
790,2533-QVMSK,33.0,No,33.817473,-119.679414,5.0,Yes,6.0,34.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Two Year,1815.3,0.0,0.0,1438.14,3198.08,No Churn
791,1447-PJGGA,49.0,Yes,39.424957,-117.012975,3.0,No,0.0,59.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,829.55,0.0,0.0,30.85,1190.83,Price
794,2419-FSORS,48.0,No,39.203817,-121.19584,3.0,No,8.0,20.0,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,5597.65,0.0,0.0,353.6,9200.36,No Churn
799,4644-OBGFZ,72.0,No,33.819385,-117.600213,3.0,No,6.0,66.0,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-Month,1296.15,0.0,10.0,307.84,6926.31,No Churn
800,4759-PXTAN,37.0,No,39.225634,-120.188002,2.0,No,0.0,29.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,2384.15,0.0,0.0,1285.57,3669.72,Price
